,Title,Overall_Rating,Best_Rating,Worst_Rating,No_of_Ratings,Category,Subcategory,Topic,Instructor,Language,SkillsFuture,No_of_Practice_Test,No_of_Articles,No_of_Coding_Exercises,Video_Duration_Hr,No_of_Additional_Resources,Bestseller,Price,Discounted_Price
5995,"Learn How Wholesalers Find ""Off-Market"" Rental Properties",0.0,0,0.0,0,Business,Real Estate,Real Estate Leads,Lance LaGrange,English,False,0,0,0,1.0,0,No,29.98,22.0
5996,Facial Gua Sha Massage Coach Certification & Guide,0.0,0,0.0,0,Health & Fitness,General Health,Facial Massage,Julia Shantal,English,False,0,0,0,0.55,1,No,128.98,22.0
5997,Keep up with everything: learn how to get everything done.,5.0,5,0.5,2,Personal Development,Personal Productivity,Time Management,Anton Durnetsov,English,False,0,3,0,1.0,4,No,44.98,22.0
5998,International Economics:  A Comprehensive Economics Course,4.8,5,0.5,13,Finance & Accounting,Economics,Global Economics,Brad Cartwright,English,False,0,0,0,5.0,30,Yes,104.98,104.98
5999,Stock Fundamental Analysis with Excel,3.9,5,0.5,177,Finance & Accounting,Investing & Trading,Excel,Diego Fernandez,English,True,0,1,0,9.0,2,No,34.98,24.0
6000,Tap Dance - Grooves - Intermediate,4.9,5,0.5,5,Music,Other Music,Dance,Simeon Weedall,English,False,0,0,0,0.6166666666666667,0,No,29.98,22.0
6001,Monitoring and Evaluation,4.6,5,0.5,1307,Teaching & Academics,Social Science,Monitoring and Evaluation (M&E),Thomas Winderl,English,False,0,1,0,0.7166666666666667,2,Yes,88.98,88.98
6002,Earning Per Share Accounting,0.0,0,0.0,0,Finance & Accounting,Accounting & Bookkeeping,Bookkeeping,Navkar Digital Institute,English,False,0,0,0,5.5,0,No,29.98,22.0
6003,Learn Digital Painting From Scratch With Photoshop,4.9,5,0.5,77,Design,Other Design,Digital Painting,Jia Sen,English,False,0,5,0,4.0,0,No,59.98,22.0
6004,Botanical Series: Watercolor Bouquet of Lilies in Watercolor,0.0,0,0.0,0,Lifestyle,Arts & Crafts,Watercolor Painting,Yana Shvets,English,False,0,0,0,2.0,4,No,68.98,22.0
6005,Level 2 Intelligence Analyst Certification,4.5,5,0.5,1718,Teaching & Academics,Social Science,Critical Thinking,Robert Folker,English,False,0,1,0,1.0,1,No,44.98,22.0
6006,IFRS 9 - Basics To Expert,3.1,5,0.5,55,Finance & Accounting,Compliance,IFRS,Rajeev Joshi,English,False,0,0,0,0.7333333333333333,0,No,29.98,22.0
6007,Google Docs Part Of G Suite - Learn Google Docs In 1 Day,4.0,5,0.5,8,Office Productivity,Google,Google Office,Alex Genadinik,English,False,0,1,0,1.0,0,No,49.98,22.0
6008,Exotic Sweep-Picking Arpeggios for Guitar,5.0,5,0.5,3,Music,Music Techniques,Guitar,Trey Xavier,English,False,0,0,0,0.7,4,No,108.98,108.98
6009,The Ultimate Pro Football / Soccer Training Course.,3.0,5,0.5,1,Health & Fitness,Sports,Soccer,Travis Cooper,English,False,0,0,0,4.5,38,No,128.98,22.0
6010,Record Talking Head Business Video with your Phone or iPhone,5.0,5,0.5,1,Photography & Video,Other Photography & Video,Video Creation,Justin Weily,English,False,0,0,0,1.0,0,No,44.98,22.0
6011,Routine Reboot,5.0,5,0.5,1,Personal Development,Personal Productivity,Unknown,Guillaume Sauvé,English,False,0,0,0,0.6833333333333333,8,No,59.98,22.0
6012,How to win in Executive Recruitment,4.8,5,0.5,3,Business,Human Resources,Recruiting,Gary Wilson,English,False,0,0,0,4.5,20,No,59.98,22.0
6013,Everyday Brilliance: Productivity For Creative Pros,4.4,5,0.5,600,Personal Development,Personal Productivity,Unknown,Todd Henry,English,False,0,0,0,3.5,31,No,49.98,49.98
6014,Docker Crash Course for busy DevOps and Developers,4.3,5,0.5,11938,Development,Web Development,DevOps,Tao W.,English,True,0,14,0,3.0,3,No,128.98,22.0
6015,"Master Salesforce Lightning Reports, Dashboards & Listviews",4.2,5,0.5,448,Office Productivity,Other Office Productivity,Salesforce Lightning,"Warren Chalklen, PhD",English,False,0,0,0,2.5,0,No,59.98,22.0
6016,Healthy Weight Loss Without Deprivation,5.0,5,0.5,2,Health & Fitness,Nutrition,Weight Loss,Tim Weatherall,English,False,0,0,0,3.5,16,No,98.98,22.0
6017,Tax Saving Hacks for Early Retirement with Examples,5.0,5,0.5,1,Finance & Accounting,Taxes,Retirement Planning,Anni Zheng,English,False,0,0,0,1.0,0,No,108.98,22.0
6018,Mastering Colour; Architectural Design & Interior Decoration,3.6,5,0.5,218,Design,Interior Design,Unknown,Michael Dean,English,False,0,0,0,1.5,0,No,59.98,22.0
6019,"C_BW4HANA_20 | Reporting, Modeling, Data Acquisition BW/4HAN",0.0,0,0.0,0,Office Productivity,SAP,SAP Certified Application Associate - SAP BW/4HANA,Jyoti singh,English,False,6,0,0,0.0,0,No,40.98,22.0
6020,Build Movie Search Engine Using ReactJS,5.0,5,0.5,1,Development,Web Development,React,Mustafa Alawi,English,False,0,1,0,2.5,1,No,59.98,22.0
6021,Woodworking: All About Wood,4.8,5,0.5,114,Lifestyle,Home Improvement,Woodworking,George Vondriska,English,False,0,0,0,1.5,1,No,59.98,59.98
6022,Make an Open Source Drone,4.6,5,0.5,975,IT & Software,Hardware,Drone,Dr. Peter Dalmaris,English,True,0,3,0,8.0,5,Yes,108.98,22.0
6023,PMI-PMP Preparation,5.0,5,0.5,7,Personal Development,Leadership,Project Management,Steve Caseley,English,False,0,0,0,14.5,0,No,128.98,22.0
6024,History of Rock Music I - From the Early Blues to the 1960s,4.6,5,0.5,30,Music,Other Music,Music History,Vasilis Kallis,English,False,0,0,0,3.0,28,No,68.98,22.0
6025,Creating 3D environments in Blender,4.6,5,0.5,9280,Design,3D & Animation,Blender,Rob Tuytel,English,True,0,0,0,66.5,119,No,128.98,22.0
6026,Launch your career as a Professional Mind Coach -Certificate,4.6,5,0.5,199,Health & Fitness,Mental Health,Coaching,Jason Gregg,English,False,2,19,0,1.0,41,Yes,59.98,24.0
6027,Creating professional pamphlet in Photoshop,5.0,5,0.5,1,Design,Graphic Design & Illustration,Photoshop,Shereen Elmasry,English,False,0,0,0,2.0,0,No,59.98,22.0
6028,Fire Safety and Prevention Planning,4.1,5,0.5,815,Business,Other Business,Fire Safety,Syed Muhammad Shamuel Shees,English,False,0,0,0,2.0,17,No,59.98,22.0
6029,Learn Adobe After Effects CC 2019 for Beginners,4.7,5,0.5,714,Photography & Video,Video Design,VFX Visual Effects,Jordy Vandeput,English,False,0,0,0,3.0,1,Yes,108.98,22.0
6030,Audit - Financial Statement,4.3,5,0.5,976,Finance & Accounting,Accounting & Bookkeeping,Financial Statement,Robert (Bob) Steele,English,False,0,0,0,18.5,98,No,128.98,22.0
6031,Nutrition 101 for Dancers,5.0,5,0.5,5,Health & Fitness,Nutrition,Unknown,Preeti Syal,English,False,0,0,0,2.0,0,No,88.98,22.0
6032,Fully Accredited Certification in Sports Psychology,4.2,5,0.5,42,Health & Fitness,Sports,Sport Psychology,"Prof. Krishna N. Sharma, Ph.D.",English,False,0,3,0,1.5,1,No,128.98,22.0
6033,Hollywood Executive Reveals Personal Branding Secrets,4.2,5,0.5,66,Personal Development,Personal Brand Building,Personal Branding,BETH CASAMA,English,False,0,0,0,1.5,12,No,128.98,22.0
6034,Presentation Fundamentals as an Analytics Professional,4.5,5,0.5,17,Business,Business Analytics & Intelligence,Presentation Skills,Chris Hui,English,False,0,0,0,1.0,0,No,29.98,22.0
6035,Microsoft Word for Mac - Office 365 on Mac OS,4.2,5,0.5,337,Office Productivity,Apple,Microsoft Office 365,Colin Marks,English,False,0,1,0,3.0,9,No,49.98,22.0
6036,Azure DevOps Fundamentals for Beginners,4.5,5,0.5,8900,IT & Software,Other IT & Software,Microsoft Azure DevOps,Brian Culp,English,False,0,0,0,3.5,12,Yes,128.98,22.0
6037,"Growth Hacking, Business Development: Marketing Fundamentals",3.5,5,0.5,122,Marketing,Growth Hacking,Business Development,Jean-Gabriel Paquette,English,False,0,0,0,6.0,0,No,128.98,22.0
6038,Declutter your Space for Better Sleep,4.6,5,0.5,11,Lifestyle,Home Improvement,Sleep,Stephanie Clarkson,English,False,0,0,0,0.7166666666666667,2,No,29.98,22.0
6039,"Life Mastery - Happiness, Health & Success",4.6,5,0.5,2697,Personal Development,Personal Transformation,Personal Development,Chris Croft,English,False,0,0,0,3.0,9,No,78.98,24.0
6040,How To Sing Better - Full Singing Course And Vocal Exercises,4.4,5,0.5,193,Music,Vocal,Singing,Cathy Vard,English,False,0,0,0,1.5,15,No,108.98,22.0
6041,How Anyone Can Create Apparel & Sell Like Crazy- in 90 days?,5.0,5,0.5,1,Business,Industry,Fashion,Daniella Platt,English,False,0,2,0,2.5,0,No,40.98,22.0
6042,Be a Brand  - Create and Market Your Own Business Branding!,4.7,5,0.5,30,Marketing,Branding,Business Branding,Stan Hustad,English,False,0,0,0,1.0,0,No,29.98,22.0
6043,Advanced SEO Strategies 2021 - Level Up Your SEO Knowledge,4.8,5,0.5,82,Marketing,Search Engine Optimization,SEO,Josh George,English,False,0,6,0,2.5,4,No,128.98,22.0
6044,Series 7: Fundamentals of Options,4.8,5,0.5,158,Finance & Accounting,Finance Cert & Exam Prep,Series 7 - General Securities Representative,Guillermo Nodarse,English,False,0,0,0,1.5,0,No,64.98,22.0
6045,Azure-Linux VM build &  Introduction to Dockers & Kubernetes,0.0,0,0.0,0,IT & Software,Other IT & Software,Unknown,"Guha Rajan M., B.Engg, MBA, PMP",English,False,0,0,0,3.5,9,No,29.98,22.0
6046,Indian Sign Language and Sign Quiz,4.1,5,0.5,68,Personal Development,Motivation,Sign Language,Deaf Instructor,English,False,0,0,0,4.5,0,Yes,29.98,22.0
6047,Lyricology: Perfect Song Structure and Beat Selection!,4.7,5,0.5,1407,Music,Music Techniques,Hip Hop Music,Andre Gainer,English,False,0,0,0,1.0,2,No,49.98,22.0
6048,"MBA:Career Development, Salary Negotiation, Office Politics",4.2,5,0.5,90,Business,Business Strategy,Career Development,Sam B. A.,English,False,0,0,0,1.5,0,No,40.98,22.0
6049,"Selenium WebDriver with Docker, Jenkins & AWS",4.7,5,0.5,888,Development,Software Testing,Docker,Vinoth Selvaraj,English,False,0,25,0,15.5,0,No,29.98,22.0
6050,IELTS SPEAKING PART 3 (How To Achieve A Band 7+ in 3 hours),5.0,5,0.5,1,Teaching & Academics,Test Prep,IELTS,Christian C C,English,False,0,0,0,3.0,0,No,59.98,22.0
6051,What do you need to know to pass PgMP exam?,5.0,5,0.5,2,Business,Management,PgMP,Piotr Felcenloben,English,False,0,0,0,1.0,0,No,29.98,22.0
6052,How to become a human calendar [Knows week-day of any date ],5.0,5,0.5,1,Personal Development,Creativity,Google Calendar,Muhammad Kamal,English,False,0,0,0,0.6666666666666666,1,No,29.98,22.0
6053,Social And Emotional Part 9 - Understanding Social Cues,4.3,5,0.5,7,Personal Development,Influence,Social Skills,Dr. Martina Carroll-Garrison,English,False,0,0,0,0.5,0,No,29.98,22.0
6054,Offensive Cyber Operations,5.0,5,0.5,2,IT & Software,Network & Security,Exploit Development,Tarek Abdelmotaleb,English,False,0,0,0,6.5,0,No,29.98,29.98
6055,Create Your Step by Step 90 Day Strategic Plan,5.0,5,0.5,13,Business,Business Strategy,Strategic Planning,Grant Difford,English,False,0,0,0,2.0,18,No,218.98,218.98
6056,Work From Home Jobs,4.5,5,0.5,12,Marketing,Affiliate Marketing,Home Business,Marguerite Conradie,English,False,0,0,0,2.0,0,No,128.98,22.0
6057,SAP BRFPlus Step by Step: Getting Started,5.0,5,0.5,2,IT & Software,Other IT & Software,BRFplus,Donald Chan,English,False,0,0,0,2.0,1,No,29.98,22.0
6058,Excel VBA Charts ( also 3 Surprise Tests for you ) Series 11,5.0,5,0.5,1,Development,Programming Languages,Excel VBA,ajay parmar,English,False,0,1,0,3.5,3,No,29.98,22.0
6059,Data science and AI for decision makers,5.0,5,0.5,1,Business,Business Analytics & Intelligence,Data Science,Stylianos Kampakis,English,False,0,0,0,2.5,0,No,29.98,22.0
6060,Fully Accredited Reflexology Diploma - Heal Via Your Feet!,4.7,5,0.5,1217,Personal Development,Career Development,Reflexology,Dr Karen E Wells,English,False,0,2,0,1.0,0,Yes,104.98,22.0
6061,Euro Fighter Typhoon,5.0,5,0.5,1,Personal Development,Motivation,Aviation,"Graham ""The Baron"" Hesketh",English,False,0,0,0,2.0,0,No,29.98,29.98
6062,U.S. Criminal Law- A Primer,5.0,5,0.5,1,Business,Other Business,Criminal Law,PL Publishing,English,False,0,0,0,0.5666666666666667,0,No,108.98,22.0
6063,The complete AutoCAD course from zero to advanced,4.5,5,0.5,57,Design,Architectural Design,AutoCAD,Ahmad Asha,English,False,0,0,0,6.0,16,No,29.98,22.0
6064,Master DocuSign in 3.5H,4.6,5,0.5,7,Office Productivity,Other Office Productivity,Document Management,Sofian Saoudi,English,False,0,0,0,3.5,7,Yes,44.98,22.0
6065,How to Sell Google Ads,4.5,5,0.5,11,Marketing,Advertising,Google Ads (Adwords),Dan Burykin,English,False,0,16,0,0.5,1,No,59.98,22.0
6066,SAP BW 7.4 ZERO TO HERO - MODELING,4.0,5,0.5,733,Office Productivity,SAP,SAP BW,Kiran Kumar,English,False,0,2,0,11.0,2,No,138.98,24.0
6067,How to Increase Your Happy Hormones Instantly and Naturally?,5.0,5,0.5,1,Personal Development,Happiness,Unknown,Salil Chaudhary,English,False,0,3,0,1.0,8,No,59.98,22.0
6068,User Experience Design Essentials - Adobe XD UI UX Design,4.6,5,0.5,33217,Design,User Experience Design,User Interface,Daniel Walter Scott,English,False,0,0,0,13.0,69,Yes,128.98,22.0
6069,Passive Income Forget Dropshipping Learn Drop Servicing 10X£,4.9,5,0.5,1619,Business,E-Commerce,Dropshipping,Zeeshan Hussain,English,False,0,5,0,5.0,0,No,29.98,22.0
6070,Master Spring Batch (based on Spring Boot),4.9,5,0.5,6,Development,Software Engineering,Spring Boot,Christian Oette,English,False,0,11,0,7.0,6,No,78.98,22.0
6071,The Complete YouTube Course 2021: Become Famous on YouTube!,4.0,5,0.5,698,Marketing,Branding,YouTube Marketing,Suppoman ™,English,False,0,11,0,8.0,0,No,128.98,22.0
6072,Hanuman Chalisa,5.0,5,0.5,5,Personal Development,Religion & Spirituality,Mythology,Amit Mishra,English,False,0,0,0,6.0,127,No,55.98,22.0
6073,Certified Indian Dance/English Drama Online Class Part 15,0.0,0,0.0,0,Teaching & Academics,Online Education,English Conversation,Sarita Wariyer,English,False,0,0,0,1.5,0,No,34.98,22.0
6074,How To Make A Profitable Wordpress Website Step By Step 2016,4.3,5,0.5,721,Design,Web Design,WordPress,James Stafford,English,False,0,0,0,2.0,0,No,29.98,22.0
6075,Sales Skills Training: Consultative Selling Master Class,4.5,5,0.5,1497,Business,Sales,Sales Skills,"Lawrence M. Miller, Institute for Leadership Excellence",English,False,0,0,0,6.0,14,No,108.98,22.0
6076,CMRP 2021 Exam Simulator,4.2,5,0.5,27,Business,Industry,Certified Maintenance & Reliability Professional (CMRP),"AW Schultz, MBA, PMP, LSSMBB, CMRP",English,False,4,0,0,0.0,0,Yes,64.98,22.0
6077,Inspiring Virtual Speaking,5.0,5,0.5,1,Personal Development,Career Development,Public Speaking,Julia Beauchamp Kraft,English,False,0,0,0,0.7333333333333333,1,No,29.98,22.0
6078,ABC to Build an Influencing Character,0.0,0,0.0,0,Personal Development,Influence,Influence Skills,Debabrata Dhar,English,False,0,0,0,1.5,0,No,78.98,22.0
6079,Self Assessment UK Tax Return 2021,0.0,0,0.0,0,Finance & Accounting,Taxes,Tax Preparation,Lisa Newton,English,False,0,0,0,0.6166666666666667,0,No,44.98,22.0
6080,Course 3: Tom Peters' Innovation,4.0,5,0.5,1,Business,Management,Leadership,Tom Peters,English,False,0,4,0,0.6,2,No,218.98,218.98
6081,Experiencing Normal With Hybrid Teaching & Learning Process,0.0,0,0.0,0,Teaching & Academics,Teacher Training,Unknown,Dr. Dheeraj Mehrotra,English,False,0,0,0,1.0,0,No,29.98,22.0
6082,Learn SQL Using PostgreSQL: From Zero to Hero,4.5,5,0.5,2100,Development,Database Design & Development,PostgreSQL,Will Bunker,English,False,0,6,0,16.0,159,No,128.98,22.0
6083,LEED ID + C  Exam Simulation - 5 FULL TESTS,0.0,0,0.0,0,Teaching & Academics,Other Teaching & Academics,LEED,Ashraf Elghetany - Green Buildings,English,False,5,0,0,0.0,0,No,59.98,22.0
6084,How To Organize Awesome Meetup Events,0.0,0,0.0,0,Personal Development,Leadership,Event Planning,Portfolio Courses,English,False,0,0,0,4.5,12,No,29.98,22.0
6085,Windows Server 2012 System Administration: Get an IT Job!,4.5,5,0.5,5438,IT & Software,Operating Systems & Servers,Windows Server,Paul Hill,English,False,0,2,0,2.0,4,No,128.98,22.0
6086,Live Chess Playthrough #1 - Learn How A Chess Master Thinks,4.3,5,0.5,101,Lifestyle,Gaming,Chess,Chess University,English,False,0,0,0,3.0,0,No,108.98,23.0
6087,Game Development: Stats and Skill Systems,0.0,0,0.0,0,Development,Game Development,Game Development Fundamentals,TheCodingCult (aka Henrique de Carvalho),English,False,0,2,0,5.5,0,No,34.98,22.0
6088,OBSTACLES TO TIME MANAGEMENT AND EASY STEPS TO OVERCOME THEM,0.0,0,0.0,0,Personal Development,Personal Productivity,Time Management,Padmanapan M,English,False,0,0,0,0.5,0,No,29.98,22.0
6089,Successful Skincare Retail Sales for Introverts and Healers,5.0,5,0.5,2,Business,Sales,Skincare,The SPAcialist,English,False,0,0,0,4.5,8,No,108.98,108.98
6090,"Ableton - How To Use MIDI, Samples And Audio",5.0,5,0.5,1,Music,Music Production,Unknown,Omar Meho,English,False,0,0,0,4.5,0,No,128.98,22.0
6091,Certified Quality Engineer Training,4.5,5,0.5,1077,Business,Operations,Quality Management,Sandeep Kumar ­,English,False,0,12,0,36.5,20,Yes,94.98,94.98
6092,"Automation Testing Masterclass - Selenium, Cucumber and More",4.3,5,0.5,251,Development,Software Testing,Automation Testing,Laurentiu Raducu,English,False,2,1,1,17.0,96,No,78.98,22.0
6093,Introduction to Psychology Practice Test Quiz Bank - 4,0.0,0,0.0,0,Personal Development,Motivation,Psychology,Tsisana Kharabadze,English,False,6,0,0,0.0,0,No,29.98,22.0
6094,Premarital Counseling - Create a Marriage That Lasts,4.6,5,0.5,138,Personal Development,Parenting & Relationships,Counseling,Hilary Phillips,English,False,0,0,0,2.5,0,No,104.98,22.0
6095,Complete Introduction to Microsoft Power BI [2021 Edition],4.5,5,0.5,11434,Business,Business Analytics & Intelligence,Microsoft Power BI,Ian Littlejohn,English,False,0,13,0,6.5,5,No,108.98,22.0
6096,Bonsai for Beginners,0.0,0,0.0,0,Lifestyle,Other Lifestyle,Gardening,Mark Volman,English,False,0,0,0,1.5,10,No,44.98,22.0
6097,The Ultimate Guide to Financial Freedom with Dividends,4.8,5,0.5,592,Finance & Accounting,Finance,Dividend Investing,David Solyomi,English,False,0,4,0,3.0,0,No,138.98,24.0
6098,Facebook Community Manager Associate (600-101) Practice Test,5.0,5,0.5,1,Marketing,Public Relations,Facebook Marketing,Community Leads Network,English,False,2,0,0,0.0,0,No,29.98,22.0
6099,Unlocking the Code to your Personal Brand,5.0,5,0.5,2,Personal Development,Personal Brand Building,Personal Branding,Vaishali Wagle,English,False,0,0,0,1.5,2,No,78.98,22.0
6100,Getting Started with Yoga,5.0,5,0.5,1,Health & Fitness,Yoga,Unknown,Eric Walrabenstein,English,False,0,0,0,2.0,0,No,68.98,22.0
6101,Wide Receiver Skills and Drills,5.0,5,0.5,2,Health & Fitness,Sports,American Football,Sport Videos,English,False,0,0,0,0.6666666666666666,0,No,34.98,22.0
6102,Effective Email Communication: Enhancing Your Voice at Work,4.3,5,0.5,6915,Personal Development,Personal Productivity,Email Etiquette,Anonymized User,English,False,0,1,0,0.5333333333333333,2,No,49.98,22.0
6103,Crisis Selling 5 Skills,5.0,5,0.5,2,Business,Sales,Sales Skills,Yuri van der Sluis,English,False,0,2,0,2.0,2,No,108.98,22.0
6104,Creative Lighting for Interiors Photography,4.5,5,0.5,49,Photography & Video,Commercial Photography,Photography Lighting,Fabio Bustamante,English,False,0,17,0,6.5,19,No,188.98,188.98
6105,"Powder Brows tattooing, Permanent Make-up.",5.0,5,0.5,4,Lifestyle,Beauty & Makeup,Tattoo Art,Larisa Bukva,English,False,0,5,0,1.5,5,No,188.98,188.98
6106,Adobe Premiere Pro CC 2017 - The Complete Guide,4.6,5,0.5,53,Photography & Video,Other Photography & Video,Video Editing,Excellent Educates,English,False,0,0,0,12.0,0,No,40.98,22.0
6107,Composition in Photography from A to Z,4.4,5,0.5,225,Photography & Video,Photography,Photography Composition,Vyara Georgieva,English,False,0,1,0,7.5,2,Yes,138.98,24.0
6108,Linux for Beginners,4.5,5,0.5,6750,IT & Software,Operating Systems & Servers,Linux,Jason Cannon,English,True,0,1,0,6.5,37,No,104.98,22.0
6109,SAP SD -Essential Reports-Standard/Custom-(Z) /Fiori Apps,4.7,5,0.5,118,Office Productivity,SAP,SAP SD,SanthaRam Sivalenka,English,False,0,0,0,10.0,11,No,138.98,23.0
6110,Build a Professional Wordpress Website on Shoestring Budget,5.0,5,0.5,2,Marketing,Digital Marketing,Web Development,Ryan York,English,False,0,0,0,5.5,0,No,128.98,22.0
6111,How To Complete IRS Form W-9 & W-8 Withholding Certificates,0.0,0,0.0,0,Finance & Accounting,Taxes,Tax Preparation,"Jason Knott, Esq CPA",English,False,0,0,0,1.5,10,No,55.98,55.98
