,course_name,course_link,course_instr,course_rating,coures_reviews,course_totalHourse,course_lectures,course_level,price,price_dis,course_enrollmenters
1839,Business English: English CV/Resume&Interview Strategies,https://www.udemy.com/course/apply-for-a-new-job-resume-cv-writing-interviewing-more/,Will's English Studio,4.8,7,4.0,35,All Levels,49.99,11.99,37
1840,Edexcel GCSE History: Medicine through time,https://www.udemy.com/course/medicine-through-time/,Mark Foley,5.0,7,3.5,30,All Levels,19.99,11.99,41
1841,5 Minute Japanese in 10 Days,https://www.udemy.com/course/jennylee3/,Jenny Lee,4.8,7,1.0,15,Beginner,94.99,11.99,91
1842,555 Timer IC and Application Circuits,https://www.udemy.com/course/555-timer-ic-and-application-circuits/,Vivek Dwivedi,4.3,7,2.0,7,All Levels,19.99,11.99,43
1843,Strategic Management and International Trade Theories,https://www.udemy.com/course/executive-development-and-training/,Tanveer Md Masood,2.7,7,37.0,21,Intermediate,19.99,11.99,207
1844,How To Teach English Grammar Effectively,https://www.udemy.com/course/teach-english-grammar-effectively/,Kevin Farrugia,3.5,7,1.5,18,All Levels,59.99,11.99,18
1845,Become An Online Instructor & Earn Passive Income With Ease!,https://www.udemy.com/course/become-an-online-instructor-earn-passive-income-with-ease/,"Sandy Dee, Matthew D",4.9,7,3.0,39,Beginner,69.99,11.99,45
1846,Conversational Italian for Beginners.,https://www.udemy.com/course/conversational-italian-for-beginners-in-less-than-a-month/,Barbara Majelli Eldridge,4.8,7,2.5,25,Beginner,74.99,11.99,26
1847,The 5 Essential Concepts for the MODERN Dog Trainer,https://www.udemy.com/course/the-5-essential-concepts-for-the-modern-dog-trainer/,Dr Lisa Ackerman,4.7,7,1.0,9,All Levels,49.99,11.99,28
1848,How to Learn Foreign Languages Faster and Speak Fluently,https://www.udemy.com/course/learn-foreign-languages-effectively/,Timur Kazantsev,4.7,7,1.0,15,All Levels,19.99,11.99,977
1849,Blog Writer's Workshop Express,https://www.udemy.com/course/blog-writers-workshop-express/,Elizabeth Jimenez,4.6,7,1.0,5,Beginner,29.99,11.99,22
1850,Learn about Education 4.0: Transforming Learning Environment,https://www.udemy.com/course/learn-about-education-40-transforming-learning-environment/,Dr. Dheeraj Mehrotra,2.2,7,1.0,11,All Levels,19.99,11.99,0
1851,Aesthetics: the Philosophical Blueprint of Art.,https://www.udemy.com/course/aesthetics-the-philosophical-blueprint-of-art/,Voytek Potrzebowski,3.8,7,2.0,16,All Levels,19.99,11.99,38
1852,"BASIC JAPANESE COURSE ""楽楽 日本語""/ Primer (JLPT N5 Level)",https://www.udemy.com/course/basic-japanese-course-primer-jlpt-n5-level/,MANABI JOURNEY,4.5,7,4.5,39,Beginner,59.99,11.99,49
1853,Complete Italian Course for Beginners: Italian the easy way,https://www.udemy.com/course/italian-for-beginners-the-easy-way/,Agnese Cremonesi,5.0,7,2.5,19,Beginner,19.99,11.99,9
1854,Acid Base Equilibrium,https://www.udemy.com/course/mlc-acid-base-masterclass/,Mr Lau,4.9,7,3.0,6,Intermediate,0.0,199.99,0
1855,America's Amazing Bill of Rights,https://www.udemy.com/course/americas-bill-of-rights/,Bob Galante,4.5,7,1.5,12,All Levels,19.99,11.99,74
1856,Improve Children's Creativity and Focus With Easy Origami,https://www.udemy.com/course/interesting-origami-models-to-improve-childrens-creativity/,Kaija Toivakka,4.4,7,43.0,13,All Levels,19.99,11.99,15
1857,Advance Business Chinese Course BCT (B)-Speaking & Writing,https://www.udemy.com/course/business-chinese-intensive-course-bct-b-speaking-writing/,David Yao,4.0,7,1.0,7,Intermediate,129.99,11.99,1899
1858,the science behind micro-expressions,https://www.udemy.com/course/the-science-behind-micro-expressions/,Edward Iulian Bucevschi,4.9,7,37.0,11,Intermediate,24.99,11.99,15
1859,The Sounds of English & The International Phonetic Alphabet,https://www.udemy.com/course/sounds-of-english-and-international-phonetic-alphabet/,Dennis Anderson Kinote de Araujo,4.9,7,1.5,9,Expert,39.99,11.99,17
1860,Acid Base Equilibrium,https://www.udemy.com/course/mlc-acid-base-masterclass/,Mr Lau,4.9,7,3.0,6,Intermediate,0.0,199.99,0
1861,Thermodynamics - Using the Steam Tables,https://www.udemy.com/course/thermodynamics-using-the-steam-tables/,"Cherish Qualls, PhD",5.0,7,2.0,8,Beginner,19.99,11.99,93
1862,"Learn iSpring Quiz Maker, Desktop Tool for Online Quizzes",https://www.udemy.com/course/learn-ispring-quiz-maker-desktop-tool-for-online-quizzes/,Tutor R,4.1,7,2.0,33,All Levels,24.99,11.99,1170
1863,Complete Italian Course for Beginners: Italian the easy way,https://www.udemy.com/course/italian-for-beginners-the-easy-way/,Agnese Cremonesi,5.0,7,2.5,19,Beginner,19.99,11.99,9
1864,"BASIC JAPANESE COURSE ""楽楽 日本語""/ Primer (JLPT N5 Level)",https://www.udemy.com/course/basic-japanese-course-primer-jlpt-n5-level/,MANABI JOURNEY,4.5,7,4.5,39,Beginner,59.99,11.99,49
1865,Eye Movement Desensitization and Reprocessing (EMDR),https://www.udemy.com/course/eye-movement-desensitization-and-reprocessing-emdr/,Dr. Conor Hogan Ph.D.,3.6,7,2.5,7,Beginner,34.99,11.99,53
1866,"Teotihuacan: ""Where Men Become Gods""",https://www.udemy.com/course/teotihuacan-where-men-become-gods/,Catherine Wilde,4.1,7,37.0,7,Beginner,29.99,11.99,17
1867,GAME OF MATRICES : A Crash course on Linear Algebra,https://www.udemy.com/course/game-of-matrices-a-crash-course-on-linear-algebra/,Ravi Kiran,4.4,7,8.5,17,Intermediate,29.99,11.99,2495
1868,Principles of Behavior Management (Conscious Discipline),https://www.udemy.com/course/principles-of-behavior-management/,Tori S,4.4,7,37.0,24,Beginner,19.99,11.99,22
1869,Master the Logic Puzzles (Volume 1),https://www.udemy.com/course/master-the-logical-puzzles-volume-1/,Svetlana Ragulina,4.4,7,2.5,81,Beginner,39.99,11.99,1241
1870,American English pronunciation and accent,https://www.udemy.com/course/all-american-english-pronunciation-lessons-in-one-course/,Salman Hassan,4.4,7,1.5,34,All Levels,19.99,11.99,917
1871,Fundamentals of Variables & Equations,https://www.udemy.com/course/variables-and-equations/,Yogeshwar Thosare,4.9,7,2.0,33,All Levels,19.99,11.99,651
1872,Learn German Language A1.2: German A1 Course [MUST see 2020],https://www.udemy.com/course/a1german/,Kevin Gründel,4.9,7,7.5,17,Beginner,129.99,11.99,73
1873,Learn to Video Screencast Easy Beginning Video Editing,https://www.udemy.com/course/screencasting-capture-video-screenshot-picture-editing/,Jim Britton,4.7,7,36.0,10,All Levels,19.99,11.99,1718
1874,How to Help  your Child become a Maths Genius,https://www.udemy.com/course/how-to-help-your-child-become-a-maths-genius/,Shameela Yoosuf Ali,4.5,7,1.0,15,All Levels,24.99,11.99,119
1875,Microeconomics - Chapter 1,https://www.udemy.com/course/microecon101-basics/,Ramin Nikzat,4.5,7,33.0,6,Beginner,19.99,11.99,20
1876,"Chinese language, poetry creation and philosophy Season 1",https://www.udemy.com/course/chinese-language-poetry-philosophy-and-poetry-creation/,Hong Zeng,4.8,7,4.0,40,All Levels,19.99,11.99,609
1877,Learn Aspen plus Simulation from industry expert,https://www.udemy.com/course/learn-aspen-plus-simulation-in-15-days/,"Dr Sandip Kumar Lahiri , PhD",4.2,7,11.5,51,All Levels,24.99,11.99,41
1878,Improve Your Business English: English For Accounting,https://www.udemy.com/course/business-english-accounting/,Aidan Toomey,5.0,7,4.0,27,All Levels,129.99,11.99,25
1879,SACS software Course: Module I,https://www.udemy.com/course/sacs-software-course-module-i/,Mohamed Elreedy,4.0,7,3.0,8,Beginner,0.0,199.99,21
1880,Introduction to Trigonometry,https://www.udemy.com/course/introduction-to-trigonometry/,Mohd Fikri Abdul Aziz,4.0,7,7.0,52,Beginner,29.99,11.99,132
1881,"Reading, Writing and Research Skills for University Students",https://www.udemy.com/course/rwr-skills-for-university-students/,Dr. Ellie Crouch,4.0,7,1.0,29,Beginner,69.99,11.99,41
1882,"CAPM ®: Detailed Math Concepts +50 Math Questions, PMBOK 6th",https://www.udemy.com/course/capm-detailed-math-concepts-50-math-questions-pmbok-6th/,"Elite Instructors, PMP ®, RMP®, ACP®, PRINCE2® Practitioner",4.2,7,4.5,41,All Levels,54.99,11.99,175
1883,Geology: Basic Principles of Geochemistry,https://www.udemy.com/course/geology-basic-principles-of-geochemistry/,Hasnna Yehia,3.1,7,1.0,10,All Levels,29.99,11.99,868
1884,Probability made easy: Continuous randomness,https://www.udemy.com/course/probability-made-easy-continuous-randomness/,Dynamic Lectures,4.7,7,2.0,37,Intermediate,19.99,11.99,1199
1885,Work From Home job start a Online Teaching Career,https://www.udemy.com/course/work-fromhome/,Asim Noaman Lodhi,4.7,7,1.0,22,All Levels,19.99,11.99,859
1886,"8051  Architecture, Assembly and 'C'  Programming",https://www.udemy.com/course/master_8051_microcontroller/,Manisha Satone,4.4,7,14.0,73,Beginner,19.99,11.99,47
1887,HOW TO DRAW & SHADE A REALISTIC EAR,https://www.udemy.com/course/how-to-draw-shade-a-realistic-ear/,Parshwika bhandari,2.8,7,33.0,10,All Levels,34.99,11.99,0
1888,Ser y Estar: Spanish Verbs 'To be',https://www.udemy.com/course/ser-estar-hay/,Nikki Joslin,4.8,7,1.0,14,All Levels,34.99,11.99,66
1889,Social Psychology,https://www.udemy.com/course/understanding-social-psychology/,Dr. Don J. Sharpsteen,3.5,7,4.5,25,All Levels,0.0,24.99,383
1890,The Certified Management Accountant's Exam #2 Prep. course,https://www.udemy.com/course/cma-exam-2-review-financial-decision-making-section-a/,Dr. John Daniel Mclellan,3.8,7,3.0,65,Intermediate,0.0,29.99,146
1891,Whiteboard animation videos for science and education,https://www.udemy.com/course/whiteboard-animation-videos-for-science-and-education/,Dr. Tullio Rossi,4.7,7,1.5,20,All Levels,0.0,99.99,74
1892,Practice your Spanish - Intermediate Level,https://www.udemy.com/course/practice-your-spanish-intermediate-level/,Español con Cuentos e Historias,3.8,7,1.5,12,Intermediate,19.99,11.99,38
1893,Learn about Guidance & Counselling,https://www.udemy.com/course/learn-about-guidance-counselling/,Dr. Dheeraj Mehrotra,4.0,7,1.0,11,All Levels,19.99,11.99,1919
1894,Effective Questioning Skills,https://www.udemy.com/course/effective-questioning-skills/,Dr. Dheeraj Mehrotra,2.8,7,44.0,8,All Levels,19.99,11.99,0
1895,Dialectical Behavioral Therapy (DBT) for Mental Health,https://www.udemy.com/course/dialectical-behavioral-therapy-dbt-for-mental-health/,Aman Varma,4.3,7,3.0,51,Beginner,109.99,11.99,71
1896,Australian Intermediate Maths Olympiad,https://www.udemy.com/course/australian-intermediate-maths-olympiad/,Dr Michael Sun,3.8,7,7.5,77,Beginner,129.99,11.99,46
1897,The Art of the Early Byzantine Empire,https://www.udemy.com/course/the-art-of-the-early-byzantine-empire/,Dr. Lily Filson,4.2,7,42.0,5,All Levels,24.99,11.99,82
1898,SignWorship - Worship Songs in American Sign Language,https://www.udemy.com/course/signworship/,Blended Ministry,4.4,7,3.5,17,Beginner,0.0,19.99,42
1899,Learn to speak Italian  by singing beautiful italian songs,https://www.udemy.com/course/learn-to-speak-italian-by-singing-beautiful-italian-songs/,Massimiliano Alfieri,4.4,7,3.5,30,Beginner,99.99,11.99,65
1900,Japanese Poetry Forms and History,https://www.udemy.com/course/japanese-poetry-forms-and-history/,James Wagner,3.6,7,36.0,18,Beginner,19.99,11.99,48
1901,Effective Substitute Teaching,https://www.udemy.com/course/effective-substitute-teaching/,L.V Pinkston,4.2,7,36.0,9,Beginner,19.99,11.99,22
1902,"Learning for Kids 3-6: Learn Reading, STEM, Chinese, Arts",https://www.udemy.com/course/pandaparents/,Panda Parents,3.6,7,5.0,48,Beginner,129.99,11.99,44
1903,Teach Online: Leadership and How to Lead Your Students,https://www.udemy.com/course/teach-online-leadership-and-how-to-lead-your-students/,Ph.D. Minela Kerla,4.3,6,1.0,17,All Levels,129.99,11.99,11
1904,Gastrointestinal Tract Radiology,https://www.udemy.com/course/ssb-lectures-radiology-of-gastrointestinal-tract/,Ss B,3.5,6,1.0,17,Beginner,129.99,11.99,143
1905,Ending Racism With Imagery,https://www.udemy.com/course/ending-racism-with-imagery/,Timothy Conerson,4.0,6,39.0,5,Intermediate,19.99,11.99,10
1906,Survive Student Teaching and Set Yourself up for Success!,https://www.udemy.com/course/survive-student-teaching-and-set-yourself-up-for-success/,Kanika Welch,3.7,6,1.0,14,All Levels,19.99,11.99,321
1907,Statistical and Demographic Measures of Migration,https://www.udemy.com/course/migrationstatistics/,Ayman Zohry,4.9,6,4.0,12,All Levels,34.99,11.99,39
1908,RF / Antenna Fundamentals,https://www.udemy.com/course/rf-antenna-fundamentals/,Hank Ottey,4.7,6,1.5,9,All Levels,29.99,11.99,31
1909,Complex Numbers (Part-1),https://www.udemy.com/course/complex-numbers-part-1/,Surya Kumari Gandikota,4.0,6,1.0,13,Beginner,39.99,11.99,32
1910,Energy saving in Pump,https://www.udemy.com/course/energy-saving-in-pump/,Dr Sonal Desai,4.6,6,1.5,6,All Levels,99.99,11.99,44
1911,Level 1 - French | How to speak like a native from scratch,https://www.udemy.com/course/fluent-a-la-francaise-learn-how-to-speak/,Alicia Ashraf,4.6,6,5.0,22,Beginner,39.99,11.99,20
1912,Basic Concepts of Biology From Start to Finish - Complete,https://www.udemy.com/course/basic-concepts-of-biology/,Momina Noor,2.3,6,1.0,26,Beginner,129.99,11.99,347
1913,Learn Arabic Grammar | Beginner Level | Arabic Grammar 2021,https://www.udemy.com/course/arabic-grammar/,"Haytham Ibrahim, Prof.",4.7,6,3.0,23,All Levels,129.99,11.99,706
1914,Speak Better English - Vowel Pronunciation,https://www.udemy.com/course/how-to-speak-better-english/,Colin Seaton,4.5,6,3.0,23,All Levels,19.99,11.99,34
1915,Get a Grasp on Grammar - Level Two,https://www.udemy.com/course/get-a-grasp-on-grammar-level-two/,Karen Crowell,4.4,6,1.0,14,Intermediate,29.99,11.99,1136
1916,Algebra I : Key Concepts for High School Students,https://www.udemy.com/course/algebra-i3/,Joseph Pousada,4.2,6,3.5,39,All Levels,19.99,11.99,30
1917,Basics: What is Strength of Material?,https://www.udemy.com/course/strength-of-materials/,AMS Mechanical,3.3,6,32.0,5,Beginner,19.99,11.99,42
1918,LTSpice from Beginner to Advanced,https://www.udemy.com/course/ltspice-from-beginner-to-advanced/,Subrahmanyam V,3.9,6,1.5,45,All Levels,19.99,11.99,29
1919,Clean Technology Fundamentals: Distributed Generation,https://www.udemy.com/course/clean-technology-fundamentals-distributed-generation/,Mike L,4.1,6,2.5,17,Beginner,129.99,11.99,5774
1920,Teach English online,https://www.udemy.com/course/teachenglishonline/,Hannah Matic,4.7,6,2.0,33,Expert,0.0,49.99,28
1921,Remote Sensing for Public Health and Epidemiology,https://www.udemy.com/course/remote-sensing-for-public-health/,Alemayehu Midekisa,3.5,7,1.5,18,All Levels,99.99,11.99,31
1922,Basics of Tyres & Rims (Vehicle Dynamics),https://www.udemy.com/course/autombile-tyre-rims-vehicle-dynamics-mechanical-automobile-courses/,Ezenith Education,4.1,6,1.0,10,Beginner,129.99,11.99,40
1923,Conduct a Two-Way ANOVA Using SPSS,https://www.udemy.com/course/conduct-a-two-way-anova-using-spss/,Amanda Rockinson-Szapkiw,4.4,6,1.0,11,All Levels,39.99,11.99,52
1924,Numbers Crash Course for CAT/XAT/GMAT/GRE & other entrances,https://www.udemy.com/course/numbers-crash-course-for-catxatgmatgre-other-entrances/,Srinivasa Rao Gorantla,5.0,6,4.5,30,All Levels,19.99,11.99,18
1925,Read Russian like a Russian,https://www.udemy.com/course/read-russian-like-a-russian/,Nina Kozlova,4.8,6,2.0,27,Beginner,19.99,11.99,64
1926,Teaching Grammar for Business Essays,https://www.udemy.com/course/teaching-grammar-for-business-essays/,Ken Paterson,5.0,6,3.0,27,All Levels,19.99,11.99,32
1927,200 English idioms for conversation part 2/4,https://www.udemy.com/course/common-200-american-english-idioms-for-conversation-part-24/,Hyunsoo Kim,5.0,6,1.5,81,All Levels,19.99,11.99,41
1928,Basic Accounting Secrets,https://www.udemy.com/course/basic-accounting-secrets/,Ton Sanchez,4.7,6,3.0,19,Beginner,49.99,11.99,28
1929,How to Conduct Online PTM Effectively?,https://www.udemy.com/course/how-to-conduct-online-ptm-effectively/,Dr. Dheeraj Mehrotra,4.2,6,35.0,7,All Levels,19.99,11.99,23
1930,Back to basic Math!,https://www.udemy.com/course/quantitative-thinking/,Dr Michael Sun,4.3,6,9.0,109,Beginner,129.99,11.99,31
1931,The Past Tenses in Spanish: learn how to use them,https://www.udemy.com/course/the-past-tenses-in-spanish/,Margarita Cuadros,4.6,6,34.0,15,Intermediate,29.99,11.99,41
1932,Learn Project Interactive dashboard from scratch,https://www.udemy.com/course/portfolio-dashboard/,Mohamed abd elhakiem,3.4,6,1.0,14,All Levels,0.0,19.99,21
1933,Teaching Strategies To Create  Student Centred Classrooms,https://www.udemy.com/course/teaching-strategies-to-create-student-centred-classrooms/,Dr. Dheeraj Mehrotra,3.5,6,1.5,16,All Levels,19.99,11.99,0
1934,Algebra and Trigonometry: Linear Functions,https://www.udemy.com/course/algebra-and-trigonometry-linear-functions/,Great IT Courses,4.8,6,8.0,60,Beginner,99.99,11.99,845
1935,College Survival Study Skills,https://www.udemy.com/course/college-survival-study-skills/,Cassidy Ferrel,4.0,6,29.0,6,All Levels,19.99,11.99,688
1936,Speak English confidently - Basic English,https://www.udemy.com/course/speak-english-confidently-basic-english/,kalaivani S,3.4,6,1.0,11,Beginner,19.99,11.99,16
1937,Law of Contract in India - Part 2,https://www.udemy.com/course/law-of-contract-in-india/,Saurabh Salil,4.6,6,5.5,97,All Levels,19.99,11.99,39
1938,Lingual Orthodontics. Construction of Appliance & Treatment,https://www.udemy.com/course/lingual-orthodontics-construction-of-appliance-treatment/,Ivelina Koycheva,5.0,6,2.0,7,All Levels,0.0,199.99,114
1939,BASICS OF 1H-NMR  SPECTROSCOPY AND  INTERPRETATION,https://www.udemy.com/course/basics-of-1h-nmr-spectroscopy-and-interpretation/,"Shivkanya Fuloria, Neeraj Kumar Fuloria",3.8,6,1.5,14,All Levels,19.99,11.99,29
1940,Supporting Your Child To Learn From Home,https://www.udemy.com/course/supporting-your-child-to-learn-from-home/,Linda Hopkinson,4.6,6,35.0,6,All Levels,19.99,11.99,984
1941,Energy Saving in Compressors,https://www.udemy.com/course/energy-saving-in-compressors/,Dr Sonal Desai,3.5,6,1.0,5,Intermediate,109.99,11.99,39
1942,How to teach a second language online,https://www.udemy.com/course/how-to-teach-esl-english-online/,English Uncovered,4.5,6,2.0,18,Beginner,19.99,11.99,33
1943,Chinese Architecture and Design,https://www.udemy.com/course/chinese-architecture-and-design/,Federico von Borstel,4.3,6,2.0,19,All Levels,129.99,11.99,22
1944,Understanding Calculus - Course 2,https://www.udemy.com/course/understanding-calculus-course-2/,Min Wu,4.7,6,4.5,19,Intermediate,39.99,11.99,18
